ma_don,ngay_dat,kenh,tinh,don_vi_van_chuyen,sku,ten_san_pham,danh_muc,gia_ban,so_luong,doanh_thu,giam_gia_shop,trang_thai,phi_hoa_hong,phi_thanh_toan,phi_voucher_freeship,phi_dich_vu,thue_khau_tru,gia_von,chi_phi_hoan
SP260001783,2026-01-27 11:18:37,Shopee,Đồng Nai,GHN,LAN-050,Váy/Đầm mẫu 050,Váy/Đầm,289000,1,289000,26000.0,Hoàn thành,42080.0,15780.0,23670.0,2630.0,3945.0,135300.0,0.0
SP260001784,2026-01-27 11:22:46,Shopee,Hà Nội,SPX Express,LAN-111,Chân váy mẫu 111,Chân váy,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,96300.0,0.0
SP260001785,2026-01-27 11:52:26,Shopee,Khánh Hoà,SPX Express,LAN-024,Áo mẫu 024,Áo,209000,2,418000,23000.0,Hoàn thành,63200.0,23700.0,35550.0,3950.0,5925.0,212800.0,0.0
SP260001786,2026-01-27 11:59:39,Shopee,TP.HCM,J&T Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,1,199000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001787,2026-01-27 12:07:12,Shopee,TP.HCM,J&T Express,LAN-063,Váy/Đầm mẫu 063,Váy/Đầm,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,126400.0,0.0
SP260001788,2026-01-27 12:45:17,Shopee,Hà Nội,J&T Express,LAN-004,Áo mẫu 004,Áo,179000,1,179000,0.0,Hoàn thành,28640.0,10740.0,16110.0,1790.0,2685.0,85700.0,0.0
TT260001789,2026-01-27 13:38:48,TikTok Shop,Khánh Hoà,GHN,LAN-083,Quần mẫu 083,Quần,109000,1,109000,7000.0,Hoàn thành,16320.0,6120.0,9180.0,1020.0,1530.0,54300.0,0.0
SP260001790,2026-01-27 14:00:37,Shopee,Hải Phòng,J&T Express,LAN-090,Quần mẫu 090,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,120500.0,0.0
TT260001791,2026-01-27 14:21:25,TikTok Shop,Nghệ An,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,20000.0,Hoàn thành,35040.0,13140.0,19710.0,2190.0,3285.0,102100.0,0.0
SP260001792,2026-01-27 14:29:48,Shopee,Hải Phòng,SPX Express,LAN-052,Váy/Đầm mẫu 052,Váy/Đầm,139000,1,139000,11000.0,Hoàn thành,20480.0,7680.0,11520.0,1280.0,1920.0,68000.0,0.0
SP260001793,2026-01-27 14:48:15,Shopee,Đà Nẵng,J&T Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,103700.0,0.0
TT260001794,2026-01-27 15:30:15,TikTok Shop,Bình Dương,J&T Express,LAN-148,Phụ kiện mẫu 148,Phụ kiện,129000,1,129000,7000.0,Hoàn thành,19520.0,7320.0,10980.0,1220.0,1830.0,55100.0,0.0
TT260001795,2026-01-27 15:35:48,TikTok Shop,Bình Dương,J&T Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,24000.0,Hoàn thành,37600.0,14100.0,21150.0,2350.0,3525.0,127200.0,0.0
TT260001796,2026-01-27 16:07:42,TikTok Shop,Hà Nội,Best Express,LAN-128,Chân váy mẫu 128,Chân váy,169000,1,169000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260001797,2026-01-27 16:37:03,TikTok Shop,Hà Nội,GHN,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,18000.0,Hoàn thành,30560.0,11460.0,17190.0,1910.0,2865.0,99900.0,0.0
TT260001798,2026-01-27 16:40:58,TikTok Shop,TP.HCM,J&T Express,LAN-059,Váy/Đầm mẫu 059,Váy/Đầm,99000,1,99000,5000.0,Hoàn thành,15040.0,5640.0,8460.0,940.0,1410.0,44800.0,0.0
TT260001799,2026-01-27 16:52:37,TikTok Shop,TP.HCM,GHN,LAN-142,Set đồ mẫu 142,Set đồ,109000,1,109000,0.0,Hoàn thành,17440.0,6540.0,9810.0,1090.0,1635.0,48200.0,0.0
TT260001800,2026-01-27 17:38:31,TikTok Shop,Thanh Hoá,J&T Express,LAN-049,Váy/Đầm mẫu 049,Váy/Đầm,269000,1,269000,19000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001801,2026-01-27 18:01:09,Shopee,TP.HCM,J&T Express,LAN-099,Quần mẫu 099,Quần,139000,1,139000,11000.0,Hoàn thành,20480.0,7680.0,11520.0,1280.0,1920.0,62100.0,0.0
SP260001802,2026-01-27 18:16:28,Shopee,TP.HCM,J&T Express,LAN-025,Áo mẫu 025,Áo,119000,1,119000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001803,2026-01-27 18:43:53,Shopee,TP.HCM,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,123300.0,0.0
SP260001804,2026-01-27 19:01:53,Shopee,TP.HCM,GHN,LAN-074,Váy/Đầm mẫu 074,Váy/Đầm,139000,1,139000,14000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001805,2026-01-27 19:05:07,Shopee,TP.HCM,SPX Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
TT260001806,2026-01-27 19:23:42,TikTok Shop,Bình Dương,J&T Express,LAN-106,Quần mẫu 106,Quần,179000,1,179000,0.0,Hoàn thành,28640.0,10740.0,16110.0,1790.0,2685.0,80400.0,0.0
SP260001807,2026-01-27 19:29:17,Shopee,TP.HCM,SPX Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,102100.0,0.0
TT260001808,2026-01-27 21:18:20,TikTok Shop,Đà Nẵng,GHN,LAN-057,Váy/Đầm mẫu 057,Váy/Đầm,239000,1,239000,0.0,Hoàn thành,38240.0,14340.0,21510.0,2390.0,3585.0,104700.0,0.0
SP260001809,2026-01-27 21:25:11,Shopee,Nghệ An,J&T Express,LAN-038,Áo mẫu 038,Áo,229000,1,229000,17000.0,Hoàn thành,33920.0,12720.0,19080.0,2120.0,3180.0,115400.0,0.0
SP260001810,2026-01-27 21:45:54,Shopee,Hà Nội,SPX Express,LAN-079,Váy/Đầm mẫu 079,Váy/Đầm,119000,1,119000,0.0,Hoàn thành,19040.0,7140.0,10710.0,1190.0,1785.0,55200.0,0.0
SP260001811,2026-01-27 21:56:20,Shopee,Hà Nội,J&T Express,LAN-135,Set đồ mẫu 135,Set đồ,279000,2,558000,49000.0,Hoàn thành,81440.0,30540.0,45810.0,5090.0,7635.0,250600.0,0.0
TT260001812,2026-01-27 22:06:47,TikTok Shop,Đà Nẵng,J&T Express,LAN-069,Váy/Đầm mẫu 069,Váy/Đầm,159000,1,159000,12000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,38200.0
TT260001813,2026-01-27 22:16:04,TikTok Shop,Khánh Hoà,GHN,LAN-076,Váy/Đầm mẫu 076,Váy/Đầm,169000,1,169000,0.0,Hoàn thành,27040.0,10140.0,15210.0,1690.0,2535.0,75400.0,0.0
SP260001814,2026-01-27 22:22:00,Shopee,TP.HCM,J&T Express,LAN-001,Áo mẫu 001,Áo,149000,1,149000,0.0,Hoàn thành,23840.0,8940.0,13410.0,1490.0,2235.0,73000.0,0.0
SP260001815,2026-01-27 22:31:09,Shopee,Nghệ An,SPX Express,LAN-096,Quần mẫu 096,Quần,289000,1,289000,14000.0,Hoàn thành,44000.0,16500.0,24750.0,2750.0,4125.0,146800.0,0.0
SP260001816,2026-01-28 07:13:10,Shopee,Nghệ An,J&T Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,12000.0,Hoàn thành,31520.0,11820.0,17730.0,1970.0,2955.0,103700.0,0.0
TT260001817,2026-01-28 07:14:55,TikTok Shop,Hà Nội,Best Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260001818,2026-01-28 07:16:21,Shopee,TP.HCM,J&T Express,LAN-126,Chân váy mẫu 126,Chân váy,169000,2,338000,18000.0,Hoàn thành,51200.0,19200.0,28800.0,3200.0,4800.0,144000.0,0.0
SP260001819,2026-01-28 07:27:33,Shopee,Thanh Hoá,J&T Express,LAN-094,Quần mẫu 094,Quần,299000,1,299000,0.0,Hoàn thành,47840.0,17940.0,26910.0,2990.0,4485.0,143200.0,0.0
SP260001820,2026-01-28 07:41:15,Shopee,Hà Nội,J&T Express,LAN-062,Váy/Đầm mẫu 062,Váy/Đầm,269000,1,269000,22000.0,Hoàn thành,39520.0,14820.0,22230.0,2470.0,3705.0,130500.0,0.0
TT260001821,2026-01-28 07:46:52,TikTok Shop,Hà Nội,GHN,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42330.0
TT260001822,2026-01-28 07:53:12,TikTok Shop,Hà Nội,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,18000.0,Hoàn thành,38560.0,14460.0,21690.0,2410.0,3615.0,123300.0,0.0
TT260001823,2026-01-28 07:59:57,TikTok Shop,Hải Phòng,J&T Express,LAN-140,Set đồ mẫu 140,Set đồ,159000,1,159000,0.0,Hoàn thành,25440.0,9540.0,14310.0,1590.0,2385.0,77800.0,0.0
SP260001824,2026-01-28 08:38:45,Shopee,Đà Nẵng,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001825,2026-01-28 08:51:37,Shopee,TP.HCM,SPX Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,1,259000,26000.0,Hoàn thành,37280.0,13980.0,20970.0,2330.0,3495.0,115000.0,0.0
TT260001826,2026-01-28 09:13:06,TikTok Shop,Bình Dương,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001827,2026-01-28 09:18:56,Shopee,Đà Nẵng,J&T Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,17000.0,Hoàn thành,37120.0,13920.0,20880.0,2320.0,3480.0,106800.0,0.0
SP260001828,2026-01-28 09:35:10,Shopee,Đà Nẵng,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001829,2026-01-28 09:49:23,Shopee,Đồng Nai,SPX Express,LAN-047,Váy/Đầm mẫu 047,Váy/Đầm,169000,1,169000,17000.0,Hoàn thành,24320.0,9120.0,13680.0,1520.0,2280.0,73500.0,0.0
SP260001830,2026-01-28 10:47:15,Shopee,Thanh Hoá,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42330.0
TT260001831,2026-01-28 11:14:03,TikTok Shop,Đà Nẵng,GHN,LAN-129,Chân váy mẫu 129,Chân váy,189000,1,189000,19000.0,Hoàn thành,27200.0,10200.0,15300.0,1700.0,2550.0,89800.0,0.0
TT260001832,2026-01-28 11:59:03,TikTok Shop,Đà Nẵng,J&T Express,LAN-103,Quần mẫu 103,Quần,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,120200.0,0.0
SP260001833,2026-01-28 12:06:43,Shopee,TP.HCM,GHN,LAN-011,Áo mẫu 011,Áo,259000,2,518000,0.0,Hoàn thành,82880.0,31080.0,46620.0,5180.0,7770.0,246600.0,0.0
TT260001834,2026-01-28 12:06:56,TikTok Shop,Đồng Nai,Best Express,LAN-090,Quần mẫu 090,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,120500.0,0.0
TT260001835,2026-01-28 12:38:02,TikTok Shop,Thanh Hoá,GHN,LAN-114,Chân váy mẫu 114,Chân váy,179000,1,179000,16000.0,Hoàn thành,26080.0,9780.0,14670.0,1630.0,2445.0,81100.0,0.0
SP260001836,2026-01-28 12:56:09,Shopee,Hà Nội,J&T Express,LAN-029,Áo mẫu 029,Áo,159000,2,318000,18000.0,Hoàn thành,48000.0,18000.0,27000.0,3000.0,4500.0,164800.0,0.0
TT260001837,2026-01-28 13:09:41,TikTok Shop,Khánh Hoà,Best Express,LAN-103,Quần mẫu 103,Quần,259000,2,518000,28000.0,Hoàn thành,78400.0,29400.0,44100.0,4900.0,7350.0,240400.0,0.0
SP260001838,2026-01-28 13:41:20,Shopee,TP.HCM,SPX Express,LAN-020,Áo mẫu 020,Áo,129000,1,129000,0.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,62700.0,0.0
TT260001839,2026-01-28 13:51:38,TikTok Shop,Bình Dương,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260001840,2026-01-28 13:53:02,TikTok Shop,TP.HCM,J&T Express,LAN-020,Áo mẫu 020,Áo,129000,2,258000,17000.0,Hoàn thành,38560.0,14460.0,21690.0,2410.0,3615.0,125400.0,0.0
SP260001841,2026-01-28 14:00:47,Shopee,Hà Nội,SPX Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,123000.0,0.0
SP260001842,2026-01-28 14:33:51,Shopee,TP.HCM,GHN,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,2,338000,23000.0,Hoàn thành,50400.0,18900.0,28350.0,3150.0,4725.0,148400.0,0.0
TT260001843,2026-01-28 14:36:54,TikTok Shop,TP.HCM,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260001844,2026-01-28 14:36:59,Shopee,Hải Phòng,SPX Express,LAN-132,Set đồ mẫu 132,Set đồ,209000,1,209000,15000.0,Hoàn thành,31040.0,11640.0,17460.0,1940.0,2910.0,93200.0,0.0
SP260001845,2026-01-28 15:06:48,Shopee,TP.HCM,SPX Express,LAN-089,Quần mẫu 089,Quần,219000,1,219000,16000.0,Hoàn thành,32480.0,12180.0,18270.0,2030.0,3045.0,98800.0,0.0
SP260001846,2026-01-28 15:15:54,Shopee,Hà Nội,SPX Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,21000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42720.0
SP260001847,2026-01-28 16:16:27,Shopee,TP.HCM,GHN,LAN-013,Áo mẫu 013,Áo,189000,1,189000,16000.0,Hoàn thành,27680.0,10380.0,15570.0,1730.0,2595.0,96200.0,0.0
SP260001848,2026-01-28 16:59:27,Shopee,Bình Dương,SPX Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001849,2026-01-28 17:17:40,Shopee,TP.HCM,GHN,LAN-131,Set đồ mẫu 131,Set đồ,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,127400.0,0.0
TT260001850,2026-01-28 17:19:36,TikTok Shop,TP.HCM,J&T Express,LAN-002,Áo mẫu 002,Áo,99000,2,198000,19000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001851,2026-01-28 17:24:17,Shopee,Hà Nội,J&T Express,LAN-094,Quần mẫu 094,Quần,299000,1,299000,25000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260001852,2026-01-28 18:00:08,TikTok Shop,Khánh Hoà,J&T Express,LAN-079,Váy/Đầm mẫu 079,Váy/Đầm,119000,2,238000,0.0,Hoàn thành,38080.0,14280.0,21420.0,2380.0,3570.0,110400.0,0.0
TT260001853,2026-01-28 18:07:48,TikTok Shop,Đồng Nai,J&T Express,LAN-068,Váy/Đầm mẫu 068,Váy/Đầm,219000,1,219000,0.0,Hoàn thành,35040.0,13140.0,19710.0,2190.0,3285.0,100300.0,0.0
TT260001854,2026-01-28 18:10:05,TikTok Shop,Hà Nội,J&T Express,LAN-013,Áo mẫu 013,Áo,189000,1,189000,16000.0,Hoàn thành,27680.0,10380.0,15570.0,1730.0,2595.0,96200.0,0.0
SP260001855,2026-01-28 18:19:51,Shopee,TP.HCM,SPX Express,LAN-090,Quần mẫu 090,Quần,249000,2,498000,26000.0,Hoàn thành,75520.0,28320.0,42480.0,4720.0,7080.0,241000.0,0.0
SP260001856,2026-01-28 18:42:34,Shopee,Hà Nội,J&T Express,LAN-018,Áo mẫu 018,Áo,219000,1,219000,0.0,Hoàn thành,35040.0,13140.0,19710.0,2190.0,3285.0,97000.0,0.0
SP260001857,2026-01-28 19:09:12,Shopee,Hải Phòng,SPX Express,LAN-075,Váy/Đầm mẫu 075,Váy/Đầm,229000,1,229000,15000.0,Hoàn thành,34240.0,12840.0,19260.0,2140.0,3210.0,108300.0,0.0
SP260001858,2026-01-28 19:28:07,Shopee,Hà Nội,J&T Express,LAN-110,Quần mẫu 110,Quần,139000,1,139000,10000.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,65300.0,0.0
SP260001859,2026-01-28 20:16:46,Shopee,Hà Nội,SPX Express,LAN-144,Phụ kiện mẫu 144,Phụ kiện,199000,2,398000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,47800.0
SP260001860,2026-01-28 20:43:53,Shopee,TP.HCM,SPX Express,LAN-051,Váy/Đầm mẫu 051,Váy/Đầm,119000,1,119000,10000.0,Hoàn thành,17440.0,6540.0,9810.0,1090.0,1635.0,51100.0,0.0
TT260001861,2026-01-28 20:50:34,TikTok Shop,Đà Nẵng,J&T Express,LAN-071,Váy/Đầm mẫu 071,Váy/Đầm,229000,2,458000,43000.0,Hoàn thành,66400.0,24900.0,37350.0,4150.0,6225.0,197400.0,0.0
TT260001862,2026-01-28 21:12:33,TikTok Shop,Đà Nẵng,Best Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
SP260001863,2026-01-28 21:20:08,Shopee,Hà Nội,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001864,2026-01-28 21:36:20,Shopee,Hà Nội,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001865,2026-01-28 21:51:29,Shopee,TP.HCM,SPX Express,LAN-016,Áo mẫu 016,Áo,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,96800.0,0.0
TT260001866,2026-01-28 21:52:54,TikTok Shop,TP.HCM,J&T Express,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,99900.0,0.0
SP260001867,2026-01-28 21:53:07,Shopee,Thanh Hoá,J&T Express,LAN-038,Áo mẫu 038,Áo,229000,1,229000,17000.0,Hoàn thành,33920.0,12720.0,19080.0,2120.0,3180.0,115400.0,0.0
TT260001868,2026-01-28 22:09:51,TikTok Shop,Hà Nội,GHN,LAN-029,Áo mẫu 029,Áo,159000,3,477000,46000.0,Hoàn thành,68960.0,25860.0,38790.0,4310.0,6465.0,247200.0,0.0
SP260001869,2026-01-28 22:20:53,Shopee,Hà Nội,J&T Express,LAN-132,Set đồ mẫu 132,Set đồ,209000,1,209000,0.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,93200.0,0.0
SP260001870,2026-01-28 22:24:49,Shopee,Hà Nội,J&T Express,LAN-078,Váy/Đầm mẫu 078,Váy/Đầm,299000,2,598000,55000.0,Hoàn thành,86880.0,32580.0,48870.0,5430.0,8145.0,281000.0,0.0
SP260001871,2026-01-28 22:34:41,Shopee,Hà Nội,GHN,LAN-010,Áo mẫu 010,Áo,229000,2,458000,42000.0,Hoàn thành,66560.0,24960.0,37440.0,4160.0,6240.0,227200.0,0.0
SP260001872,2026-01-28 22:46:48,Shopee,Nghệ An,GHN,LAN-067,Váy/Đầm mẫu 067,Váy/Đầm,229000,1,229000,15000.0,Hoàn thành,34240.0,12840.0,19260.0,2140.0,3210.0,102400.0,0.0
SP260001873,2026-01-29 07:35:51,Shopee,TP.HCM,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,15000.0,Hoàn thành,39040.0,14640.0,21960.0,2440.0,3660.0,123300.0,0.0
SP260001874,2026-01-29 07:59:03,Shopee,Nghệ An,GHN,LAN-068,Váy/Đầm mẫu 068,Váy/Đầm,219000,1,219000,18000.0,Hoàn thành,32160.0,12060.0,18090.0,2010.0,3015.0,100300.0,0.0
SP260001875,2026-01-29 08:11:33,Shopee,Thanh Hoá,SPX Express,LAN-029,Áo mẫu 029,Áo,159000,1,159000,0.0,Hoàn thành,25440.0,9540.0,14310.0,1590.0,2385.0,82400.0,0.0
SP260001876,2026-01-29 08:33:46,Shopee,Hải Phòng,SPX Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,127200.0,0.0
SP260001877,2026-01-29 08:35:57,Shopee,Nghệ An,J&T Express,LAN-097,Quần mẫu 097,Quần,259000,1,259000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42690.0
TT260001878,2026-01-29 08:43:01,TikTok Shop,TP.HCM,Best Express,LAN-140,Set đồ mẫu 140,Set đồ,159000,3,477000,0.0,Hoàn thành,76320.0,28620.0,42930.0,4770.0,7155.0,233400.0,0.0
SP260001879,2026-01-29 09:18:19,Shopee,TP.HCM,GHN,LAN-015,Áo mẫu 015,Áo,139000,1,139000,8000.0,Hoàn thành,20960.0,7860.0,11790.0,1310.0,1965.0,58700.0,0.0
TT260001880,2026-01-29 09:20:47,TikTok Shop,Hà Nội,J&T Express,LAN-036,Áo mẫu 036,Áo,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260001881,2026-01-29 09:21:27,TikTok Shop,Thanh Hoá,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,33440.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260001882,2026-01-29 09:32:09,Shopee,TP.HCM,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,2,518000,0.0,Hoàn thành,82880.0,31080.0,46620.0,5180.0,7770.0,246600.0,0.0
SP260001883,2026-01-29 09:33:49,Shopee,Đà Nẵng,J&T Express,LAN-020,Áo mẫu 020,Áo,129000,1,129000,11000.0,Hoàn thành,18880.0,7080.0,10620.0,1180.0,1770.0,62700.0,0.0
SP260001884,2026-01-29 09:48:18,Shopee,TP.HCM,GHN,LAN-093,Quần mẫu 093,Quần,159000,1,159000,13000.0,Hoàn thành,23360.0,8760.0,13140.0,1460.0,2190.0,77100.0,0.0
SP260001885,2026-01-29 09:59:29,Shopee,Hà Nội,SPX Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,39840.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
TT260001886,2026-01-29 10:04:41,TikTok Shop,Nghệ An,J&T Express,LAN-104,Quần mẫu 104,Quần,229000,2,458000,0.0,Hoàn thành,73280.0,27480.0,41220.0,4580.0,6870.0,193200.0,0.0
SP260001887,2026-01-29 10:08:01,Shopee,Đồng Nai,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,66880.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260001888,2026-01-29 10:21:57,Shopee,Thanh Hoá,J&T Express,LAN-024,Áo mẫu 024,Áo,209000,1,209000,19000.0,Hoàn thành,30400.0,11400.0,17100.0,1900.0,2850.0,106400.0,0.0
SP260001889,2026-01-29 11:13:23,Shopee,TP.HCM,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Hoàn thành,41440.0,15540.0,23310.0,2590.0,3885.0,123300.0,0.0
SP260001890,2026-01-29 11:15:18,Shopee,TP.HCM,SPX Express,LAN-137,Set đồ mẫu 137,Set đồ,99000,1,99000,0.0,Hoàn thành,15840.0,5940.0,8910.0,990.0,1485.0,47000.0,0.0
TT260001891,2026-01-29 11:31:02,TikTok Shop,Nghệ An,J&T Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,23000.0,Hoàn thành,36160.0,13560.0,20340.0,2260.0,3390.0,123000.0,0.0
TT260001892,2026-01-29 11:48:08,TikTok Shop,Đà Nẵng,J&T Express,LAN-148,Phụ kiện mẫu 148,Phụ kiện,129000,1,129000,0.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,55100.0,0.0
SP260001893,2026-01-29 11:51:31,Shopee,Hà Nội,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,2,518000,43000.0,Hoàn thành,76000.0,28500.0,42750.0,4750.0,7125.0,246600.0,0.0
SP260001894,2026-01-29 12:12:43,Shopee,TP.HCM,GHN,LAN-087,Quần mẫu 087,Quần,249000,1,249000,13000.0,Hoàn thành,37760.0,14160.0,21240.0,2360.0,3540.0,106800.0,0.0
SP260001895,2026-01-29 12:33:34,Shopee,TP.HCM,SPX Express,LAN-021,Áo mẫu 021,Áo,289000,1,289000,0.0,Hoàn thành,46240.0,17340.0,26010.0,2890.0,4335.0,122800.0,0.0
SP260001896,2026-01-29 12:37:13,Shopee,Hà Nội,GHN,LAN-002,Áo mẫu 002,Áo,99000,3,297000,15000.0,Hoàn thành,45120.0,16920.0,25380.0,2820.0,4230.0,153600.0,0.0
TT260001897,2026-01-29 12:58:55,TikTok Shop,Thanh Hoá,J&T Express,LAN-116,Chân váy mẫu 116,Chân váy,259000,2,518000,0.0,Hoàn thành,82880.0,31080.0,46620.0,5180.0,7770.0,254400.0,0.0
SP260001898,2026-01-29 13:01:46,Shopee,TP.HCM,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260001899,2026-01-29 13:27:35,Shopee,Hà Nội,SPX Express,LAN-038,Áo mẫu 038,Áo,229000,1,229000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,41540.0
TT260001900,2026-01-29 13:39:03,TikTok Shop,Cần Thơ,J&T Express,LAN-073,Váy/Đầm mẫu 073,Váy/Đầm,129000,1,129000,0.0,Hoàn thành,20640.0,7740.0,11610.0,1290.0,1935.0,57900.0,0.0
SP260001901,2026-01-29 13:43:30,Shopee,TP.HCM,GHN,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,18000.0,Hoàn thành,41760.0,15660.0,23490.0,2610.0,3915.0,125300.0,0.0
SP260001902,2026-01-29 14:03:15,Shopee,Hải Phòng,SPX Express,LAN-044,Áo mẫu 044,Áo,249000,2,498000,26000.0,Hoàn thành,75520.0,28320.0,42480.0,4720.0,7080.0,246000.0,0.0
